state_fips,county_fips,region,division,county_name,state_name,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1999,pop1998,pop1997,pop1996,pop1995,pop1994,pop1993,pop1992,pop1991,pop1990,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006
27,37,2,4,Dakota County,Minnesota,139808,144200,150400,159000,165900,166900,175800,179900,184500,190600,194279,200120,204814,207632,213995,221244,228968,241271,255030,265585,349131,342059,334772,327421,318607,310504,305459,296412,286749,277847,355904,363828,368841,373011,378279,383368,388001
27,39,2,4,Dodge County,Minnesota,13037,13200,13400,13500,13300,13500,13700,13900,14200,14500,14773,14859,15052,15251,15271,15249,15231,15206,15384,15490,17396,17169,17048,16805,16681,16542,16434,16204,15997,15814,17731,18160,18596,18932,19313,19530,19770
27,41,2,4,Douglas County,Minnesota,22910,23100,24100,24700,24700,25400,25700,26400,26800,27400,27839,28074,28130,28280,28456,28606,28481,28252,28546,28679,31274,31077,30714,30482,30144,29871,29636,29253,29037,28696,32821,33266,33637,34099,34558,35133,35467
27,43,2,4,Faribault County,Minnesota,20896,21000,20400,20500,20200,20400,20300,20000,19900,19500,19714,19481,19302,19023,18870,18624,18242,17865,17616,17263,16247,16260,16409,16358,16477,16516,16553,16616,16656,16883,16181,15958,15881,15724,15654,15398,15283
27,45,2,4,Fillmore County,Minnesota,21916,22000,22000,21900,21700,22000,22200,21900,21800,22100,21930,21925,21800,21706,21605,21474,21214,20938,20915,20875,20688,20763,20699,20825,20711,20671,20634,20641,20601,20766,21122,21273,21308,21317,21316,21230,21151
27,47,2,4,Freeborn County,Minnesota,38064,38800,38700,37900,37300,36900,37100,37200,36900,36700,36329,35944,35555,35342,35013,34474,33998,33553,33566,33252,31503,31560,31588,31816,31869,32390,32610,32553,32713,33048,32584,32469,32101,32018,31961,31768,31636
27,49,2,4,Goodhue County,Minnesota,34804,35800,36600,37000,37100,37600,38100,38200,38200,38500,38749,39027,39177,39151,39339,39375,39409,39564,40106,40383,43367,43130,42728,42320,42146,41937,41770,41214,41074,40815,44127,44629,44963,45141,45478,45529,45807
27,51,2,4,Grant County,Minnesota,7462,7400,7500,7300,7200,7200,7300,7300,7200,7200,7171,7125,7084,7070,6934,6796,6674,6518,6399,6266,6077,6108,6162,6174,6198,6167,6104,6151,6231,6242,6289,6254,6270,6205,6133,6099,6078
27,53,2,4,Hennepin County,Minnesota,960080,963500,949200,937800,940000,933400,930100,928100,929700,931800,941411,953632,961435,966876,972868,985599,997454,1005648,1018825,1026682,1064419,1058943,1054817,1053783,1051757,1048683,1043983,1039314,1037143,1033931,1116200,1123523,1120871,1119633,1119423,1118746,1122093
27,55,2,4,Houston County,Minnesota,17556,17700,17400,18000,18000,18400,18700,18700,18900,19300,18382,18493,18383,18388,18501,18477,18393,18295,18442,18428,19489,19267,19222,19194,19146,19045,18986,18809,18543,18540,19718,19924,19910,19886,19850,19872,19832
27,57,2,4,Hubbard County,Minnesota,10583,11000,11500,11800,12100,12000,12500,12800,13100,13500,14098,14109,14199,14379,14336,14591,14709,14721,14782,14919,17031,16909,16669,16391,16134,15868,15591,15430,15189,14948,18376,18398,18531,18592,18841,18845,18890
27,59,2,4,Isanti County,Minnesota,16560,18600,19000,19700,20000,20500,20700,21200,22200,23000,23600,23818,23977,24023,24405,24535,24522,24868,25373,25727,30887,30036,29506,28936,28258,27772,27467,26676,26395,26002,31287,32636,33884,35424,36489,37582,38576
27,61,2,4,Itasca County,Minnesota,35530,36300,36800,36900,36900,38000,39700,40800,41500,42100,43069,43072,42890,42573,42289,42141,41607,41087,40659,40661,44154,43919,43576,43227,42934,42722,42176,41566,41185,40921,43992,43967,44064,44326,44290,44460,44729
27,63,2,4,Jackson County,Minnesota,14352,14300,14300,14200,14600,14400,14300,14200,14000,14000,13690,13587,13485,13352,13174,12980,12611,12137,12006,11803,11378,11496,11654,11761,11686,11725,11683,11646,11660,11672,11268,11155,11265,11180,11208,11187,11150
27,65,2,4,Kanabec County,Minnesota,9775,10200,10600,10900,11000,11300,11400,11300,11400,11900,12161,12300,12443,12348,12333,12416,12253,12388,12638,12796,14427,14161,13976,13739,13652,13401,13145,12968,12834,12814,14996,15296,15518,15894,16022,16184,16276
27,67,2,4,Kandiyohi County,Minnesota,30548,31400,31000,31800,32200,33200,33800,34500,35100,36000,36763,37300,37649,37850,37887,37676,37702,37807,38453,38707,40826,40887,40974,41065,40759,40463,40067,39580,39154,38815,41203,41154,40851,41119,41127,41160,41088
27,69,2,4,Kittson County,Minnesota,6853,7000,7000,7100,6900,6900,7000,7000,6900,6900,6672,6733,6669,6558,6392,6260,6152,6110,5980,5891,5175,5301,5359,5411,5453,5477,5547,5630,5689,5741,5285,5162,5043,4925,4839,4793,4691
27,71,2,4,Koochiching County,Minnesota,17131,17300,17600,17400,17200,17500,17500,17600,17500,17500,17571,17542,17224,16968,16978,16621,15840,15451,15286,15542,14895,15068,15189,15236,15460,15587,15642,15600,15697,16476,14355,14108,13983,13947,13876,13811,13658
27,73,2,4,Lac qui Parle County,Minnesota,11164,10800,10900,11000,10900,10900,10800,10700,10700,10800,10592,10523,10369,10307,10138,9963,9708,9432,9213,9064,7813,7995,8125,8198,8374,8502,8626,8671,8747,8892,8067,7941,7930,7836,7709,7601,7464
27,75,2,4,Lake County,Minnesota,13351,13500,13100,13100,12700,13200,13200,13100,12900,12900,13043,12594,12480,12103,11624,11360,11227,10889,10558,10400,10765,10664,10672,10659,10600,10530,10512,10492,10412,10430,11058,11142,11130,11195,11145,11058,10966
27,77,2,4,Lake of the Woods County,Minnesota,3987,4200,4300,4100,4100,4200,4000,4100,4000,4000,3764,3720,3720,3737,3772,3809,3776,3781,3938,4047,4621,4562,4521,4559,4461,4351,4289,4325,4244,4087,4522,4455,4331,4363,4400,4377,4327
27,79,2,4,Le Sueur County,Minnesota,21332,21900,22500,22800,22800,23100,22400,22900,23200,23400,23434,23458,23371,23453,23517,23508,23260,23099,23153,23284,25464,25319,25036,24657,24408,24131,23861,23569,23371,23251,25426,25761,26118,26705,27161,27488,27895
27,81,2,4,Lincoln County,Minnesota,8143,8100,8100,8100,8000,8400,8400,8400,8300,8200,8207,8159,7995,7822,7674,7489,7314,7152,7017,6947,6424,6486,6593,6678,6715,6815,6855,6872,6797,6899,6429,6342,6242,6215,6123,6048,5963
27,83,2,4,Lyon County,Minnesota,24273,24400,25800,25300,24900,24800,24700,24800,24900,25100,25207,25273,25440,25304,25521,25313,24920,24871,24929,25057,24256,24398,24444,24605,24925,24960,24765,24641,24663,24738,25425,25385,24947,24747,24592,24659,24640
27,85,2,4,McLeod County,Minnesota,27662,28100,27900,28100,28600,28800,28600,28900,29200,29300,29657,29916,30024,30206,30560,30704,31113,31330,31970,31799,34552,34142,33709,33563,33118,32956,32757,32472,32224,32102,34898,35275,35627,35762,36188,36593,37279
27,87,2,4,Mahnomen County,Minnesota,5638,5600,5700,5600,5500,5600,5500,5400,5600,5600,5535,5499,5476,5416,5299,5319,5210,5153,5103,5087,5091,5051,5111,5132,5166,5131,5132,5045,5019,5034,5190,5195,5163,5107,5082,5078,5072
27,89,2,4,Marshall County,Minnesota,13060,13100,13300,13300,12900,13200,13300,13300,13400,13200,13027,12808,12584,12446,12240,12089,11770,11551,11430,11197,10094,10280,10489,10624,10555,10585,10642,10749,10844,10957,10155,9985,9948,9999,10008,9959,9951
27,91,2,4,Martin County,Minnesota,24316,24700,25300,24900,24600,24700,24500,24600,24500,24600,24687,24865,24919,25004,24882,24701,24154,23635,23165,22908,21792,22000,22179,22273,22481,22482,22698,22738,22873,22919,21802,21518,21318,21161,21073,20955,20768
27,93,2,4,Meeker County,Minnesota,18387,18700,20300,20200,20200,20200,20400,20600,20500,20700,20594,20771,20841,20884,20940,20851,20802,20613,20939,20908,21763,21739,21520,21469,21222,21139,20847,20797,20961,20856,22644,22841,23015,23139,23262,23249,23405
27,95,2,4,Mille Lacs County,Minnesota,15703,16000,16700,16700,17000,17500,17700,17900,18000,18300,18430,18490,18569,18404,18544,18504,18378,18413,18558,18655,21350,21067,20702,20274,19909,19618,19396,19268,19002,18687,22330,23002,23751,24411,24968,25672,26169
27,97,2,4,Morrison County,Minnesota,26949,27600,27100,27500,27400,27900,28200,28300,28600,28800,29311,29257,29222,29409,29519,29427,29343,29332,29536,29564,30522,30518,30466,30442,30234,30047,29930,29746,29650,29653,31712,32117,32443,32504,32579,32758,32919
27,99,2,4,Mower County,Minnesota,44919,44400,45100,44500,43500,43800,43500,43100,42000,41300,40390,40008,39374,39616,39641,39483,38689,38047,37801,37466,37152,37104,37082,37130,37241,37400,37502,37295,37410,37373,38603,38844,38770,38810,38919,38616,38666
27,101,2,4,Murray County,Minnesota,12508,12300,11900,11600,11600,11500,11700,11700,11600,11500,11507,11285,11207,11045,10946,10682,10398,10172,10144,9924,9519,9531,9555,9565,9553,9593,9651,9706,9667,9609,9165,9095,9058,8987,8926,8839,8778
27,103,2,4,Nicollet County,Minnesota,24518,24700,24000,25400,24700,25200,25800,26100,26400,26700,26929,27097,27203,27070,27009,27299,27398,27519,27861,27939,29272,29482,29849,29677,29574,29266,29383,28595,28314,28104,29771,30209,30451,30614,30845,30930,31313
27,105,2,4,Nobles County,Minnesota,23208,23400,23100,23000,22400,22700,22600,22400,22100,22000,21840,21728,21540,21529,21305,20940,20472,20294,20163,20176,19113,19275,19681,20023,20185,20282,20249,20167,20034,20087,20832,20780,20614,20548,20476,20503,20445
27,107,2,4,Norman County,Minnesota,10008,10000,9800,9600,9400,9400,9500,9600,9500,9300,9379,9242,9038,8870,8656,8500,8382,8278,8248,8084,7517,7539,7645,7761,7702,7696,7762,7794,7871,7948,7442,7333,7306,7150,7117,7003,6850
27,109,2,4,Olmsted County,Minnesota,84104,85200,86400,86800,88300,88200,89400,90900,90800,91700,92006,93532,94228,95454,96776,98424,98930,100085,102923,104930,119077,116931,114548,113063,112443,112932,112557,110307,109072,106966,124277,126772,129160,131154,133310,135304,137521
27,111,2,4,Otter Tail County,Minnesota,46097,46800,47200,47800,47700,48800,49200,49700,50300,51300,51937,51822,51683,51745,51753,51371,50898,50748,50957,50771,55583,54794,54347,53856,52935,52408,51950,51543,51158,50724,57159,57237,57424,57657,57675,57582,57817
27,113,2,4,Pennington County,Minnesota,13266,14000,14300,14600,14500,14800,15200,15400,15400,15400,15258,15076,14539,14305,14155,14053,13882,13556,13396,13365,13557,13541,13630,13527,13386,13360,13363,13423,13400,13295,13584,13382,13611,13578,13551,13593,13709
27,115,2,4,Pine County,Minnesota,16821,17300,17600,17900,18100,18600,18900,19000,19100,19600,19871,20094,20202,20402,20542,20688,20492,20648,20843,21114,24616,24096,23650,23250,22682,22515,22351,21892,21522,21316,26530,27161,27546,27749,28102,28316,28419
27,117,2,4,Pipestone County,Minnesota,12791,12300,12400,12300,11900,12000,11900,11900,11800,11800,11690,11589,11506,11438,11195,10947,10817,10675,10782,10651,9993,10057,10105,10137,10295,10350,10393,10483,10431,10473,9895,9877,9733,9647,9567,9420,9423
27,119,2,4,Polk County,Minnesota,34435,34500,34800,34900,34800,34800,35300,35500,35100,34900,34844,34561,34313,34150,33843,33440,33207,32898,32977,32736,30787,31081,31955,32460,32479,32613,32642,32605,32511,32562,31369,31068,30911,30949,31027,31083,31088
27,121,2,4,Pope County,Minnesota,11107,11300,11400,11300,11200,11200,11500,11600,11700,11700,11657,11460,11410,11377,11401,11152,10919,10765,10758,10722,10886,10913,10954,10963,10923,10926,10868,10824,10766,10775,11236,11163,11223,11210,11197,11197,11212
27,123,2,4,Ramsey County,Minnesota,476255,474700,467800,468300,463600,463000,460600,458400,456000,455700,459784,464661,467807,469240,469887,473859,478857,480597,483483,485633,486254,485709,484761,483102,483086,483274,484352,485965,485186,485945,511035,512244,509655,504357,498891,494883,493215
27,125,2,4,Red Lake County,Minnesota,5388,5500,5500,5500,5500,5500,5600,5700,5700,5600,5471,5425,5349,5282,5102,4938,4818,4755,4639,4617,4202,4237,4328,4376,4362,4467,4444,4415,4458,4506,4299,4293,4270,4298,4329,4260,4168
27,127,2,4,Redwood County,Minnesota,20024,19800,20000,19700,19200,19500,19500,19500,19400,19300,19341,19210,19222,19234,18858,18766,18209,17999,17736,17603,16421,16504,16623,16837,16882,17097,17226,17190,17202,17187,16815,16625,16403,16273,16166,15909,15791
27,129,2,4,Renville County,Minnesota,21139,21100,21300,21000,20700,20900,20900,21000,20500,20400,20401,20079,19896,19794,19757,19486,18913,18570,18286,17918,16808,16931,17048,17101,17177,17255,17415,17440,17557,17631,17154,16936,16960,16837,16669,16675,16531
27,131,2,4,Rice County,Minnesota,41582,42500,42800,43500,42900,44000,44600,44900,45200,45900,46087,46743,47016,46977,46931,46994,47340,47655,48263,48698,54988,54198,53582,52767,52103,51570,51000,50464,49911,49317,56665,57895,58660,59602,60316,61054,61980
27,133,2,4,Rock County,Minnesota,11346,11400,11300,11200,11100,11100,11100,10900,10800,10600,10703,10702,10511,10528,10531,10388,10109,9838,9878,9833,9619,9723,9871,9910,9865,9899,9841,9854,9776,9808,9721,9694,9676,9637,9531,9552,9535
27,135,2,4,Roseau County,Minnesota,11569,11700,11800,12000,12100,11900,12100,12300,12400,12500,12574,12372,12317,12443,12661,12979,13324,13727,14357,14785,16085,16086,16275,16161,15967,15542,15541,15557,15387,15091,16338,16191,16156,16299,16299,16403,16201
27,137,2,4,St. Louis County,Minnesota,220693,222100,220300,217900,215700,216800,220500,220700,220300,220900,222229,220116,217595,212906,208391,204237,200877,198537,197045,197457,193433,193463,194687,194556,195006,197692,198287,199122,198761,198452,200528,200802,199813,198955,197973,196824,196067
27,139,2,4,Scott County,Minnesota,32423,33300,34600,35400,37800,39000,39900,40700,41900,43100,43784,44949,45803,46005,47187,48987,50405,52568,54895,56454,82994,79114,76332,72705,70037,67609,64849,62184,60131,58249,89498,97562,103846,108863,114840,120008,124092
27,141,2,4,Sherburne County,Minnesota,18344,19200,20200,21900,23000,24000,24800,25800,27400,28900,29908,31001,31877,32456,33240,34419,35476,36969,38519,40253,63356,60339,57996,55249,52816,50398,48154,45797,43883,42350,64417,68374,72278,75360,78669,81830,84995
27,143,2,4,Sibley County,Minnesota,15845,15900,16100,16000,15600,15500,15600,15500,15400,15300,15448,15360,15331,15312,15130,14962,14798,14641,14568,14488,14774,14641,14630,14619,14636,14486,14421,14346,14299,14334,15356,15377,15329,15244,15245,15128,15126
27,145,2,4,Stearns County,Minnesota,95400,97600,98400,99600,101100,102400,104000,106000,106800,107700,108161,109421,110132,110839,111540,112566,113468,114298,116104,117638,130081,128736,128117,126991,126062,124648,123202,121698,120682,119681,133166,135943,138331,140184,141104,142481,144096
27,147,2,4,Steele County,Minnesota,26931,27300,28300,27900,28000,28400,28600,29400,29900,30100,30328,30452,30261,30252,29962,29895,29836,29943,30027,30391,32061,31723,31441,31335,31352,31291,31237,31165,30929,30827,33680,34242,34398,34785,35190,35687,36221
27,149,2,4,Stevens County,Minnesota,11218,11400,11400,11500,11200,11200,11400,11300,11300,11100,11322,11223,11233,10966,10942,10967,10866,10658,10753,10716,9973,10036,10088,10143,10344,10366,10349,10495,10585,10615,10053,9980,9895,9917,9849,9793,9827
27,151,2,4,Swift County,Minnesota,13177,12900,13400,13200,13100,13200,13200,13200,13100,13000,12920,12679,12551,12409,12398,12001,11619,11179,11049,10880,11344,11495,10825,10901,10861,10758,10564,10447,10592,10709,11956,11510,11469,11639,11480,10480,10307
27,153,2,4,Todd County,Minnesota,22114,22600,22700,23000,22600,23500,24000,24300,24500,24800,24991,25071,25027,24994,24880,24622,24344,23951,23855,23606,24240,24035,24012,23959,23836,23695,23534,23368,23346,23341,24426,24533,24411,24396,24603,24490,24375
27,155,2,4,Traverse County,Minnesota,6254,6200,6100,6000,5600,5900,5900,5900,5800,5700,5542,5442,5419,5426,5369,5148,4989,4737,4663,4483,4168,4248,4264,4281,4280,4295,4331,4395,4352,4463,4134,3960,3933,3889,3876,3825,3799
27,157,2,4,Wabasha County,Minnesota,17224,17600,17800,18100,18100,18400,18700,18800,19100,19400,19335,19459,19347,19511,19476,19541,19422,19246,19627,19698,21140,20891,20684,20661,20548,20403,20211,19974,19922,19774,21610,21858,21970,22141,22165,22160,22282
27,159,2,4,Wadena County,Minnesota,12412,12400,12700,12800,12800,13500,13800,14100,14300,14200,14192,14034,13992,13862,13861,13700,13659,13533,13316,13356,13238,13114,12976,13128,13099,13108,12889,12894,13005,13113,13713,13686,13724,13597,13579,13553,13445
27,161,2,4,Waseca County,Minnesota,16663,16900,16900,16800,16800,17600,17700,17900,17900,18200,18448,18376,18520,18399,18297,18160,17847,17920,17994,18024,18560,18534,18497,18074,17981,17814,17865,18135,18266,18088,19526,19496,19541,19429,19272,19358,19469
27,163,2,4,Washington County,Minnesota,83003,86400,89200,93100,96800,100000,102700,105300,108200,111200,113571,116489,118856,120247,122543,124760,127522,131170,137085,141537,202606,196675,191915,186934,181602,175785,168130,159337,152849,147043,201130,207312,210377,213836,215966,220167,225000
27,165,2,4,Watonwan County,Minnesota,13298,13300,13500,13200,12700,12500,12400,12300,12100,12000,12361,12285,12361,12444,12366,12190,11864,11555,11577,11674,11548,11519,11629,11609,11546,11522,11674,11593,11648,11698,11876,11806,11744,11568,11377,11263,11164
27,167,2,4,Wilkin County,Minnesota,9389,9300,9100,9000,8800,8700,8600,8600,8300,8200,8454,8376,8227,8082,8077,7988,7766,7759,7601,7541,7287,7372,7384,7376,7344,7415,7449,7405,7441,7520,7138,6993,6954,6935,6805,6752,6634
27,169,2,4,Winona County,Minnesota,44409,45100,45900,46100,46100,45700,46300,46100,46500,46300,46256,46657,46691,46994,47079,47251,47002,47207,47483,47745,47785,48022,48293,48300,48355,48225,48159,47864,47846,47817,49985,49769,49428,49344,49172,49348,49288
27,171,2,4,Wright County,Minnesota,38933,40500,42600,45400,46700,48900,50300,51800,54500,56500,58681,59575,60139,60497,61030,61697,62690,63964,66570,67686,87864,85022,83053,80872,78391,76244,74299,72399,70756,69097,89986,93928,98429,102811,106990,110562,114787
27,173,2,4,Yellow Medicine County,Minnesota,14523,14400,14200,14000,14000,14200,14200,14000,13800,13500,13653,13471,13342,13137,13082,12832,12468,12222,12063,11875,11310,11417,11602,11575,11624,11666,11658,11629,11628,11676,11080,10950,10804,10686,10551,10453,10430
28,0,3,6,Mississippi,Mississippi,2216994,2265000,2307000,2350000,2379000,2400000,2430000,2460000,2488000,2508000,2520770,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2768619,2751335,2731826,2709925,2690788,2663450,2635574,2610193,2591230,2577426,2844658,2856108,2863091,2874171,2892668,2908496,2910540
28,1,3,6,Adams County,Mississippi,37293,38100,37900,37400,37700,38400,38000,37900,37900,37700,38071,38696,39172,38841,39006,38826,37694,36542,35794,35768,33657,34141,34522,34489,34462,34732,34689,34672,35264,35269,34340,33793,33424,33081,32305,32059,32626
28,3,3,6,Alcorn County,Mississippi,27179,27900,28300,28800,29200,29500,29700,30600,31700,32400,33036,32999,32661,32628,32780,32405,32560,32155,32046,31723,33080,32755,32801,32593,32730,32674,32667,32628,32200,31758,34558,34708,34773,34844,35097,35211,35589
28,5,3,6,Amite County,Mississippi,13763,13300,13400,13200,13000,13100,13200,13300,13100,13200,13369,13295,13385,13472,13621,13562,13777,13562,13441,13464,13906,13852,13669,13537,13577,13233,13349,13366,13328,13269,13599,13521,13500,13516,13386,13395,13466
28,7,3,6,Attala County,Mississippi,19570,18200,19700,19900,19400,19400,19400,20000,20000,19800,19865,19512,19298,18866,18969,19084,19105,19021,18733,18722,18338,18325,18439,18469,18388,18322,18442,18424,18556,18461,19661,19725,19665,19628,19527,19502,19644
28,9,3,6,Benton County,Mississippi,7505,7500,7600,7500,7500,7600,7700,7800,8000,8200,8153,8171,8118,8119,8250,8292,8211,8271,8320,8131,8091,8086,8035,8013,7953,7979,7898,8041,7970,8026,8026,7926,7854,7801,7779,7803,7873
28,11,3,6,Bolivar County,Mississippi,49409,49900,50300,49300,48900,48300,47500,47000,46700,46100,45965,45538,45212,45041,45095,43927,43387,42164,42314,42113,39826,40185,40561,40872,41452,41483,41507,41722,41605,41845,40633,40247,39394,39150,38838,38342,38352
28,13,3,6,Calhoun County,Mississippi,14623,15300,15100,15400,15400,15500,15500,15500,15500,15500,15664,15440,15452,15172,15162,15310,14679,15091,15259,14989,14891,14891,14989,14876,14904,14934,14844,14871,14802,14923,15069,14974,14871,14843,14739,14600,14647
28,15,3,6,Carroll County,Mississippi,9397,9600,9500,9700,9600,9700,9600,9900,9900,10000,9776,9583,9395,9300,9307,9328,9388,9460,9289,9264,9967,9989,10030,9953,9897,9758,9523,9301,9314,9239,10769,10697,10589,10550,10504,10405,10326
28,17,3,6,Chickasaw County,Mississippi,16805,16700,17400,17500,17400,17500,17500,17700,17900,17900,17851,17518,17671,17858,17793,17679,17893,18042,18067,18022,18121,18039,18244,18256,18251,18135,18159,18010,18086,18121,19440,19464,19312,19204,19184,19052,18998
28,19,3,6,Choctaw County,Mississippi,8440,8100,8300,8500,8400,8800,9000,9000,9100,9100,8996,8777,8770,8717,8915,9020,8975,9003,9010,8967,9366,9401,9301,9302,9118,8949,9063,9070,9074,9088,9758,9634,9703,9661,9552,9499,9401
28,21,3,6,Claiborne County,Mississippi,10086,9800,10800,10700,11400,11600,12400,12600,12600,12300,12279,12313,12398,12287,12083,11949,11943,12117,11458,11482,11596,11513,11605,11643,11615,11415,11158,11124,11656,11374,11831,11753,11616,11400,11412,11496,11487
28,23,3,6,Clarke County,Mississippi,15049,15700,15600,15700,15500,15800,16100,16400,16700,16800,16945,16774,17063,17116,17146,17127,17139,17077,17005,17229,18445,18239,18033,17859,17758,17523,17397,17365,17312,17303,17955,17821,17799,17647,17631,17547,17631
28,25,3,6,Clay County,Mississippi,18840,19600,19600,19600,19800,19900,20300,20500,20800,21000,21082,21246,21576,21589,21606,21393,21354,21202,21166,21127,21657,21622,21563,21629,21642,21470,21488,21381,21321,21143,21979,21835,21831,21440,21447,21131,21210
28,27,3,6,Coahoma County,Mississippi,40447,39300,40100,39200,38700,38500,37900,37700,37700,37100,36918,36294,35818,35635,35350,34598,34161,33462,32562,32099,31094,31277,31471,31623,31562,31558,31729,31603,31457,31572,30622,30208,29846,29355,29064,28654,28420
28,29,3,6,Copiah County,Mississippi,24764,24400,26500,25500,25800,25300,25600,26200,26400,26300,26503,26126,26325,26404,26669,26869,27137,27441,27423,27379,28892,28827,28864,28532,28277,28097,28022,27808,27598,27635,28757,28847,28747,28954,28998,28932,29223
28,31,3,6,Covington County,Mississippi,14002,14700,14200,14500,14500,14800,15200,15400,15300,15500,15927,16047,16195,16099,16168,16233,16507,16428,16768,16580,17889,17723,17521,17376,17130,16913,16733,16505,16502,16542,19407,19515,19726,20085,20153,20107,20447
28,33,3,6,DeSoto County,Mississippi,35885,36800,39900,45200,47500,48600,50000,51000,51900,53100,53930,54207,54530,55186,55565,57464,58405,61744,63862,66073,102131,97110,92291,87744,83568,80134,76548,73638,71223,68596,107199,113386,118619,124285,130531,136668,144706
28,35,3,6,Forrest County,Mississippi,57849,58800,60800,61900,62500,62700,63700,64400,65000,65200,66018,67279,68096,69478,69749,69178,68977,68291,68042,68352,74927,74484,73634,73166,72253,70770,69935,69562,69016,68325,72604,73065,73309,74051,74269,74915,76372
28,37,3,6,Franklin County,Mississippi,8011,8400,8100,8000,8200,7800,8000,8100,8100,8100,8208,8314,8389,8543,8608,8758,8708,8630,8607,8480,8160,8287,8280,8219,8170,8287,8218,8151,8220,8341,8448,8393,8276,8317,8395,8293,8269
28,39,3,6,George County,Mississippi,12459,13000,13100,13300,13600,14100,14400,14700,14800,15100,15297,15541,15829,15913,16007,16033,16091,16193,16319,16526,20185,19600,18994,18496,18168,17771,17336,17171,17017,16723,19144,19523,20034,20487,20711,21171,21828
28,41,3,6,Greene County,Mississippi,8545,8700,8900,8800,8800,9100,9300,9600,9700,9800,9827,9491,9448,9608,9787,9801,9896,9981,10022,10056,12630,12745,12344,11744,11605,11081,11048,10721,10523,10253,13299,13227,13221,13301,13123,13145,13103
28,43,3,6,Grenada County,Mississippi,19854,20000,19600,20100,20300,20100,20000,20500,21000,21100,21115,21118,20913,20979,21179,21484,21204,21314,21545,21575,22450,22408,22418,22311,22158,22030,22078,21890,21762,21585,23263,23017,22930,22727,22681,22689,22861
28,45,3,6,Hancock County,Mississippi,17387,19100,18600,18800,19100,20000,20700,21300,22900,23600,24496,25510,26356,27613,27868,29091,30405,30903,31136,31509,41518,40271,39330,38364,37422,36489,34861,33143,32397,31889,42967,43944,44607,45166,45821,46546,40421
28,47,3,6,Harrison County,Mississippi,134582,140200,142300,148700,149900,149300,151800,154100,155400,156800,157665,160367,163369,165877,166437,168762,172576,171934,167663,166229,178567,177194,176300,175255,175876,174620,170663,167835,164801,165234,189601,189512,189996,189189,192129,193187,171875
28,49,3,6,Hinds County,Mississippi,214973,218200,221100,225400,231800,235700,239000,241100,245700,249000,250998,253228,254578,256700,260148,262540,261763,260425,256357,254657,245737,247262,247525,249218,249866,251599,252205,253497,254108,254378,250800,249444,248429,247965,248731,248124,249012
28,51,3,6,Holmes County,Mississippi,23120,24100,23100,23200,23300,23500,23400,23200,23200,23200,22970,23042,22867,23132,23261,22774,22314,22287,21931,21746,21562,21513,21450,21377,21294,20968,20952,21262,21361,21564,21609,21574,21426,21160,21119,20921,20866
28,53,3,6,Humphreys County,Mississippi,14601,14300,14300,14400,14400,14400,14400,14200,14200,13900,13931,13735,13710,13613,13704,13383,13055,12931,12704,12418,11214,11318,11333,11414,11393,11643,11870,11925,11909,12088,11206,10997,10755,10634,10563,10401,10393
28,55,3,6,Issaquena County,Mississippi,2737,2500,2400,2400,2400,2400,2500,2500,2400,2400,2513,2490,2403,2278,2155,2104,2042,1974,1984,1957,1635,1636,1636,1637,1664,1726,1760,1857,1887,1906,2274,2195,2127,2053,1974,1899,1805
28,57,3,6,Itawamba County,Mississippi,16847,17300,17400,18200,18600,19000,18900,18900,19600,20100,20518,20676,20214,20181,20293,20199,20112,19743,19914,20020,21085,21093,21043,21067,20817,20623,20237,20078,20029,20054,22770,22926,22961,23154,23126,23285,23352
28,59,3,6,Jackson County,Mississippi,87975,92100,97800,103900,106500,107700,112600,116000,118400,118300,118015,118460,121261,121909,119975,120119,120050,118777,119127,116645,133120,130799,129000,127854,128098,126099,123684,120490,116789,115144,131420,132906,132895,133435,134935,135571,130577
28,61,3,6,Jasper County,Mississippi,15994,16200,16400,16500,16700,16700,16900,17300,17300,17400,17265,17372,17673,17601,17722,17760,17305,17288,17275,17120,18110,17666,17569,17412,17408,17277,17231,17241,16989,17105,18149,18271,18220,18106,18066,17964,18197
28,63,3,6,Jefferson County,Mississippi,9295,9100,9100,9000,8700,8700,9000,9300,9300,9200,9181,9173,9212,9100,9213,9066,8981,8870,8999,8874,8385,8451,8489,8455,8515,8453,8413,8474,8405,8604,9740,9679,9667,9470,9464,9329,9194
28,65,3,6,Jefferson Davis County,Mississippi,12936,13000,13200,13300,13500,13500,13500,13600,13800,13800,13846,13864,14173,14167,14201,14204,14384,14424,14259,14206,13770,13815,13905,13934,14018,13966,13860,13868,13897,14008,13962,13710,13545,13346,13104,13059,13184
28,67,3,6,Jones County,Mississippi,56357,58100,58700,59300,59600,59900,59900,60800,61500,61900,61912,63589,64875,64540,64446,63764,63484,63433,63081,62404,63054,63616,63444,63204,62864,62912,62549,62134,62048,61932,64958,64925,65028,65117,65559,66103,66715
